,text,label
4250,opec may have to meet to firm prices analysts opec may be forced to meet before a scheduled june session to readdress its production cutting agreement if the organization wants to halt the current slide in oil prices oil industry analysts said the movement to higher oil prices was never to be as easy as opec thought they may need an emergency meeting to sort out the problems said daniel yergin director of cambridge energy research associates cera analysts and oil industry sources said the problem opec faces is excess oil supply in world oil markets opec s problem is not a price problem but a production issue and must be addressed in that way said paul mlotok oil analyst with salomon brothers inc he said the market s earlier optimism about opec and its ability to keep production under control have given way to a pessimistic outlook that the organization must address soon if it wishes to regain the initiative in oil prices but some other analysts were uncertain that even an emergency meeting would address the problem of opec production above the mln bpd quota set last december opec has to learn that in a buyers market you cannot have deemed quotas fixed prices and set differentials said the regional manager for one of the major oil companies who spoke on condition that he not be named the market is now trying to teach them that lesson again he added david t mizrahi editor of mideast reports expects opec to meet before june although not immediately however he is not optimistic that opec can address its principal problems they will not meet now as they try to take advantage of the winter demand to sell their oil but in late march and april when demand slackens mizrahi said but mizrahi said that opec is unlikely to do anything more than reiterate its agreement to keep output at mln bpd analysts said that the next two months will be critical for opec s ability to hold together prices and output opec must hold to its pact for the next six to eight weeks since buyers will come back into the market then said dillard spriggs of petroleum analysis ltd in new york but bijan moussavar rahmani of harvard university s energy and environment policy center said that the demand for opec oil has been rising through the first quarter and this may have prompted excesses in its production demand for their opec oil is clearly above mln bpd and is probably closer to mln bpd or higher now so what we are seeing characterized as cheating is opec meeting this demand through current production he told reuters in a telephone interview reuter,crude
4633,brazil oil output fell in february usage up brazilian crude oil and liquefied natural gas production fell to an average barrels per day in february from in the same month the state oil company petrobras said the drop was due to operating problems in the campos basin the country s main producing area where output was down to bpd from a petrobras statement said consumption of oil derivatives totalled mln bpd in february pct up on february last year but down from the record mln bpd used in october last year use of alcohol fuel in february was bpd pct above february reuter,crude
1936,colombia s main oil pipeline attacked state run oil company ecopetrol said colombia s main oil pipeline was bombed again and pumping of barrels per day was suspended a spokeswoman for the company said that the early morning dynamite attack was the st in the last nine months on the cano limon covenas pipeline which links colombia s biggest oilfied at cravo norte to the caribbean she said about barrels of crude were spilled and could not indicate when pumping would resume the attack was near magangue in northeastern bolivar province ecopetrol is exploiting cravo norte in association with occidental petroleum corp oxy and shell petroleum n v a unit of the royal dutch shell group rd st ecopetrol said in a communique that bombings since last july led to a loss of more than barrels of crude or the equivalent of mln dlrs reuter,crude
335,saudi arabia decides to accept brazil credit saudi arabia has lifted the condition it imposed on the sale of oil to brazil and will accept banco do brasil s credit guarantees state oil company petrobras said in a statement petrobras cancelled a mln dlr crude oil purchase from the saudis yesterday after they refused to accept a letter of credit from the bank of brazil demanding guarantees from leading international banks it advised the saudis the company would negotiate oil purchases elsewhere unless they changed their mind by monday the mln barrels shipment will be made by the saudis on march as scheduled the statement said under a bpd contract signed in february the saudis agreed to supply oil to brazil until june reuter,crude
1547,plains plns posts reserves increases plains resources inc said that as of december its estimated proved oil and gas reserves rose by pct to mln barrels from mln barrels and proved developed reserves rose pct to four mln barrels from mln barrels a year ago the company said its year end reserves did not include the oil and gas reserves of houston oil fields co which recently agreed to merge with it pending shareholder approval in mid april if approved the merger will add another mln barrels to the company s reserve base reuter,crude
65,venezuela to lend ecuador bpd of crude venezuela will lend ecuador barrels per day of crude oil over the next few months to help it meet its export commitments energy and mines minister arturo hernandez grisanti said today he said that under the terms of this loan agreed during a visit here this week by ecuador s deputy energy minister fernando santos alvite ecuador will begin repaying the loan in august hernandez grisanti said the loan will go part way to offsetting the loss of ecuador s in exports caused by earthquake damage to miles of pipeline last week ecuador was forced to suspend exports after the pipeline connecting its jungle oil fields with the pacific port of balao was put out of action venezuela has an output quota of bpd while ecuador s is bpd santos alvite said ecuador will ask opec to allow it to produce bpd above its quota when the pipeline is repaired to offset present production losses hernandez grisanti said also a first barrels shipment of venezuelan crude oil will leave for ecuador this weekend to help meet domestic consumption needs the oil part of a five mln additional crude oil loan by venezuela will be processed at guayaquil refineries if we had not supplied oil to ecuador the life of this country would have ground to a halt he said reuter,crude
4396,api says distillate gas stocks off in week distillate fuel stocks held in primary storage fell by mln barrels in the week ended march to mln barrels from a revised mln the previous week the american petroleum institute api said in its weekly statistical bulletin the oil industry trade group said gasoline stocks fell mln barrels to mln barrels from a revised mln and crude oil stocks dropped mln barrels to mln from a revised mln it said residual fuel stocks fell barrels to mln from mln barrels api said refinery runs in the week rose to mln barrels per day bpd from a revised mln and refinery use of operating capacity was pct up from a revised pct crude oil imports in the week rose to mln bpd from a revised mln api added reuter,crude
4070,most japan firms not renewing iran term contracts most japanese companies have decided not to renew term contracts to lift iranian crude oil because spot prices remain considerably lower than opec s official levels industry sources said they said a cargo of the mideast benchmark crude dubai traded yesterday at dlrs a barrel compared to its official price of dlrs only one japanese company has renewed its term contract for iranian crude oil for the second quarter the sources said the sources said japanese companies had been lifting a total of about barrels per day bpd of iranian crude under term contracts but only one firm has agreed to lift in the second quarter it is lifting just to bpd they said this move could inspire iran to offer discounts on cargoes loading in april but the likelihood of discounts depended largely on the levels of spot prices if the spot price of dubai goes above dlrs we would probably buy iranian crude at the official price one japanese refiner said we don t intend to put pressure on them he added buyers have little incentive to renew contracts to lift oil at official opec prices while spot prices on all grades are considerably lower oil traders said they said if spot prices move higher there will be no problem finding opec crude to purchase at the official prices qatar has chartered floating storage for its crude oil after finding no buyers at official prices in march the problem is likely to recur in april adding to that country s surplus the traders added that iraq had dissociated itself from opec s december production agreement while agreeing to the fixed prices but oil analysts said if opec keeps group output close to its first half ceiling of mln bpd supply and demand would be balanced by the end of the second quarter they also said if opec holds its official price structure based on a reference price of dlrs spot price fluctuations should be limited to a to dlrs range for dubai and a to dlrs range for the north sea s brent blend one japanese refiner said at the moment there s a lot of pressure on opec particularly on qatar but if they hold out there will be no problem and i m beginning to trust their ability nigerian oil minister and opec president rilwanu lukman told a news conference in lagos yesterday nigeria and all member countries of opec remain determined to uphold the december agreement by adhering strictly to their various quotas and official selling prices he said opec believed consumers had drawn heavily on stocks of both crude oil and refined products reducing them to levels well below this time last year he said consumers would soon return to the market in search of crude a japanese refiner said the european and u s markets are beginning to look better so opec might be quite lucky,crude
4887,china s january grain exports fall china s grain exports in january totaled tonnes down pct from january customs figures show they gave no detailed breakdown the official china economic news quoted the figures as showing tea exports rose pct to tonnes during the month imports of wool rose pct to tonnes over the same period the figures show reuter,grain
3253,soviet grains seen entering spring on shaky note soviet winter grains could be off to a faulty start this spring after enduring an usually dry fall and cold winter weather and crop analysts said prospects for another near record grain harvest in the soviet union appear dim at this point but it is premature to forecast any major crop problems analysts said but the situation bears careful watching over the next six weeks and will ultimately impact the soviet grain supply and future buying plans analysts of the soviet union said from a weather standpoint you can say with certainty that the soviets are not getting off to a good start and will have a lower crop than last year gail martell chief meteorologist for e f hutton said the next six weeks in the ussr s grain growing areas will be the crucial period that will determine the final outcome of the winter crops martell and other analysts said where the crop is really made or broken is still ahead of us an agriculture department authority on the ussr said the soviet union recently reported that nine mln hectares of winter grain will have to be reseeded due to winterkill this would be equal to about pct of the total winter crop and would be the second highest winterkill in ten years the usda analyst said with a timely spring soviet farmers would probably be able to reseed the damaged acreage with spring crops but analysts noted that spring crops normally yield lower than winter crops sometimes as much as pct lower normally winterkill is caused by inadequate snowcover combined with cold temperatures this winter however snowcover in soviet grain areas has generally been excellent so the bulk of winterkill analysts speculate likely has been due to a very dry fall and subsequent poor crop germination fall dryness may be a problem there s a good correlation between mediocre crops and fall dryness martell said precipitation last fall was as little as pct of normal in southern and northern ukraine and below normal over the entire winter crop area she said recent cold temperatures in grain areas in which the snowcover has been gradually melting could also have caused problems of ice crusting and winterkill jim candor senior forecaster for accu weather said livestock feed needs have probably increased because of the fall and winter analysts said the dry fall damaged pastures the cold winter raised feed demands and a late spring would require longer off pasture feeding they said the soviets are not in a desperate situation they don t have to buy grains now a usda official said but if the soviets are worried about their winter crops and if they feel that last year s huge crop of mln tonnes was a one time fluke brought on by perfect conditions more soviet buying might occur to insure crop supplies he said bad weather during the next six weeks could push the soviets back into the market weather analysts said a lot of winterkill could occur during the next month and a half martell said reuter,grain
